Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5643,VICTOR DOMINGO SILVA,COYHAIQUE,4,4,3,2631,True
METROPOLITANA DE SANTIAGO,5644,SIN DEF COMUNAL,PUENTE ALTO,4,3,4,722,False
METROPOLITANA DE SANTIAGO,5645,8,HUECHURABA,4,3,1,4048,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5646,SALVADOR ALLENDE,MACHALI,4,4,1,3514,True
MAULE,5647,CRISTOBAL COLON,CURICO,4,4,4,7660,True
METROPOLITANA DE SANTIAGO,5648,023,EL BOSQUE,4,3,4,573,True
METROPOLITANA DE SANTIAGO,5649,SANTO DOMINGO,CALERA DE TANGO,4,3,2,570,True
METROPOLITANA DE SANTIAGO,5650,12,PUDAHUEL,4,3,3,2580,True
MAULE,5651,SANTA BARBARA,LINARES,4,4,4,636,True
VALPARAISO,5652,51,QUILPUE,4,4,4,1461,True
METROPOLITANA DE SANTIAGO,5653,15,PUDAHUEL,4,3,3,1994,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5654,9,RANCAGUA,4,4,3,10277,True
METROPOLITANA DE SANTIAGO,5655,25,INDEPENDENCIA,4,3,4,4502,True
VALPARAISO,5656,43,QUILPUE,4,4,4,880,True
LOS LAGOS,5657,PELLUCO SUR,PUERTO MONTT,4,4,3,369,True
VALPARAISO,5658,15,QUILPUE,4,4,4,1131,True
VALPARAISO,5659,089,VALPARAISO,4,4,4,893,True
METROPOLITANA DE SANTIAGO,5660,13,PENAFLOR,4,3,4,3695,True
METROPOLITANA DE SANTIAGO,5661,8,TALAGANTE,4,3,3,673,True
VALPARAÍSO,5662,EL SENDERO,QUILLOTA,4,4,4,7049,True
MAULE,5663,PLAZA DE ARMAS,CONSTITUCION,4,4,4,858,True
METROPOLITANA DE SANTIAGO,5664,029,CERRILLOS,4,3,4,5979,True
METROPOLITANA DE SANTIAGO,5665,3,TALAGANTE,4,3,4,1998,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5666,33,RANCAGUA,4,4,3,12695,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5667,SECTOR GRUPO ESCOLAR,COYHAIQUE,4,4,3,502,True
TARAPACA,5668,11 DE SEPTIEMBRE,IQUIQUE,4,3,2,3555,True
METROPOLITANA DE SANTIAGO,5669,LA CATOLICA,PIRQUE,4,3,2,1609,True
VALPARAISO,5670,040,VALPARAISO,4,4,4,692,True
ATACAMA,5671,VENTANAS,VALLENAR,4,4,4,2206,True
METROPOLITANA DE SANTIAGO,5672,49,SAN MIGUEL,4,3,1,2581,True
MAULE,5673,1,ROMERAL,4,4,4,6568,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5674,SAN JOAQUIN,MARCHIHUE,4,4,4,134,True
BIOBIO,5675,VILLA HERMOSA,LOS ANGELES,4,4,4,7015,True
VALPARAISO,5676,014,LOS ANDES,4,4,4,3620,True
METROPOLITANA DE SANTIAGO,5677,4,TALAGANTE,4,3,4,3790,True
METROPOLITANA DE SANTIAGO,5678,17,SANTIAGO,4,3,2,4271,True
MAULE,5679,MIGUEL RAFAEL PRADO,TALCA,4,4,3,1487,True
MAULE,5680,AURORA DE CHILE,TALCA,4,4,3,2387,True
ARICA Y PARINACOTA,5681,ANCOLACANE,ARICA,4,4,4,2352,True
COQUIMBO,5682,COIRON,SALAMANCA,4,4,3,482,True
VALPARAISO,5683,006,LOS ANDES,4,4,4,3038,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5684,CANDELARIO MANCILLA,COYHAIQUE,4,4,3,1346,True
METROPOLITANA DE SANTIAGO,5685,12,RECOLETA,4,3,4,2510,True
VALPARAISO,5686,65,QUILPUE,4,4,4,1937,True
BIOBIO,5687,SANTA JULIA Y CIPRESES,TALCAHUANO,4,4,3,472,True
LA ARAUCANIA,5688,JOSE MIGUEL CARRERA,VICTORIA,4,4,4,591,True
TARAPACA,5689,HUANTAJAYA,IQUIQUE,4,3,2,3814,True
VALPARAISO,5690,5,PANQUEHUE,4,4,4,458,True
METROPOLITANA DE SANTIAGO,5691,3A,LA CISTERNA,4,3,3,2973,True
VALPARAISO,5692,CERRO CASTILLO,VINA DEL MAR,4,4,1,921,True
VALPARAISO,5693,CHARRAVATA,LA CRUZ,4,4,3,5630,True
BIOBIO,5694,PROGRESO,TALCAHUANO,4,4,3,755,True
METROPOLITANA DE SANTIAGO,5695,062,SAN BERNARDO,4,3,4,800,True
METROPOLITANA DE SANTIAGO,5696,ALTO JAHUEL,BUIN,4,3,3,6041,True
METROPOLITANA DE SANTIAGO,5697,30,RECOLETA,4,3,4,1343,True
ÑUBLE,5698,CENTRO,COELEMU,4,4,4,455,True
METROPOLITANA DE SANTIAGO,5699,5,PENAFLOR,4,3,4,1502,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5700,32,NATALES,4,2,2,788,True
VALPARAISO,5701,3,ZAPALLAR,4,4,3,672,True
METROPOLITANA DE SANTIAGO,5702,11,SANTIAGO,4,3,2,6342,True
METROPOLITANA DE SANTIAGO,5703,LOS ROBLES LOS ALAMOS,COLINA,4,3,2,5857,True
TARAPACA,5704,HERNAN TRIZZANO,IQUIQUE,4,3,2,1038,True
METROPOLITANA DE SANTIAGO,5705,20,LO PRADO,4,3,4,1016,True
VALPARAISO,5706,BENIDORM,VINA DEL MAR,4,4,1,568,True
BIOBIO,5707,062B,CONCEPCION,4,4,2,1821,True
METROPOLITANA DE SANTIAGO,5708,1,PUDAHUEL,4,3,3,2930,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5709,10,NATALES,4,2,3,636,True
METROPOLITANA DE SANTIAGO,5710,10,HUECHURABA,4,3,1,5195,True
METROPOLITANA DE SANTIAGO,5711,LOS GOBERNADORES GABRIELA MISTRAL NUEVO AMANECER,COLINA,4,3,2,6911,True
METROPOLITANA DE SANTIAGO,5712,8,PADRE HURTADO,4,3,2,2725,True
VALPARAISO,5713,60,QUILPUE,4,4,4,2360,True
LOS LAGOS,5714,ESTERO MAILLEN,PUERTO MONTT,4,4,3,27,True
METROPOLITANA DE SANTIAGO,5715,010,SAN JOAQUIN,4,3,2,3510,True
VALPARAISO,5716,42,QUILPUE,4,4,4,787,True
METROPOLITANA DE SANTIAGO,5717,9,PUDAHUEL,4,3,3,5595,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5718,LA CENTRAL,LAS CABRAS,4,4,4,1047,True
VALPARAISO,5719,058,VALPARAISO,4,4,4,535,True
METROPOLITANA DE SANTIAGO,5720,18B,LA CISTERNA,4,3,3,7130,True
METROPOLITANA DE SANTIAGO,5721,001,SAN JOAQUIN,4,3,2,4549,True
MAULE,5722,IGNAVIO CARRERA PINTO,TALCA,4,4,3,7646,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5723,ENSENADA VALLE SIMPSON,COYHAIQUE,4,4,3,2287,True
METROPOLITANA DE SANTIAGO,5724,014,SAN RAMON,4,3,4,531,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5725,6,RANCAGUA,4,4,3,3256,True
METROPOLITANA DE SANTIAGO,5726,30,PENALOLEN,4,3,2,4107,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5727,MIRADOR ANDINO,MACHALI,4,4,2,368,True
VALPARAISO,5728,0007,NOGALES,4,4,4,1096,True
ANTOFAGASTA,5729,2,MARIA ELENA,4,2,2,2254,True
VALPARAISO,5730,005R,CASABLANCA,4,4,4,637,True
BIOBIO,5731,LA ALIANZA,TALCAHUANO,4,4,3,1910,True
BIOBIO,5732,13U,CHIGUAYANTE,4,4,4,5285,True
ANTOFAGASTA,5733,1 DE MAYO,ANTOFAGASTA,4,2,2,1003,True
VALPARAISO,5734,GRANADILLA,VINA DEL MAR,4,4,1,4139,True
METROPOLITANA DE SANTIAGO,5735,SIN DEF COMUNAL,PUDAHUEL,4,3,3,405,False
VALPARAISO,5736,2,QUILPUE,4,4,4,2504,True
BIOBIO,5737,0008,CONCEPCION,4,4,2,3215,True
ANTOFAGASTA,5738,AMERICA,ANTOFAGASTA,4,2,2,2112,True
METROPOLITANA DE SANTIAGO,5739,21,ESTACION CENTRAL,4,3,3,3271,True
LOS LAGOS,5740,18 DE SEPTIEMBRE,PUERTO MONTT,4,4,4,2173,True
ANTOFAGASTA,5741,8,CALAMA,4,2,2,5315,True
METROPOLITANA DE SANTIAGO,5742,045,RENCA,4,3,2,5879,True
METROPOLITANA DE SANTIAGO,5743,18,TALAGANTE,4,3,4,2738,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5744,QUINTA BURGOS,COYHAIQUE,4,4,4,912,True
COQUIMBO,5745,EL TAMBO ORIENTE,SALAMANCA,4,4,3,573,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5746,26,SAN FERNANDO,4,4,3,1361,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5747,SAN FRANCISCO SUR-PONIENTE,MOSTAZAL,4,4,4,4510,True
METROPOLITANA DE SANTIAGO,5748,SIN DEF COMUNAL,COLINA,4,3,3,830,False
VALPARAISO,5749,31,CALERA,4,4,4,400,True
METROPOLITANA DE SANTIAGO,5750,007,SAN JOAQUIN,4,3,2,3523,True
METROPOLITANA DE SANTIAGO,5751,22,INDEPENDENCIA,4,3,4,2680,True
METROPOLITANA DE SANTIAGO,5752,EL ACACIO,CALERA DE TANGO,4,3,3,1384,True
TARAPACA,5753,ARTURO PRAT,IQUIQUE,4,3,2,1139,True
METROPOLITANA DE SANTIAGO,5754,45,SANTIAGO,4,3,2,12544,True
METROPOLITANA DE SANTIAGO,5755,09,ESTACION CENTRAL,4,3,3,1632,True
METROPOLITANA DE SANTIAGO,5756,21,MAIPU,4,3,4,12909,True
METROPOLITANA DE SANTIAGO,5757,40,CONCHALI,4,3,4,2833,True
VALPARAISO,5758,2R,RINCONADA,4,4,4,25,True
ANTOFAGASTA,5759,BALMACEDA,ANTOFAGASTA,4,2,2,6843,True
VALPARAISO,5760,LOMA SUR,VINA DEL MAR,4,4,1,662,True
VALPARAÍSO,5761,RUTA NORTE,QUILLOTA,4,4,4,5502,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5762,ARCHIPIELAGO DE CHILOE,PUNTA ARENAS,4,2,1,5000,True
METROPOLITANA DE SANTIAGO,5763,35,ESTACION CENTRAL,4,3,3,2957,True
ANTOFAGASTA,5764,ARTURO PRAT A,ANTOFAGASTA,4,3,2,3448,True
ANTOFAGASTA,5765,OSVALDO MENDOZA,ANTOFAGASTA,4,3,2,1171,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5766,10,RANCAGUA,4,4,3,3672,True
LOS RIOS,5767,15,VALDIVIA,4,4,4,6714,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5768,SAN JOAQUIN DE LOS MAYOS,MACHALI,4,4,2,396,True
VALPARAISO,5769,RENACA ALTO SUR,VINA DEL MAR,4,4,1,3486,True
METROPOLITANA DE SANTIAGO,5770,015,SAN BERNARDO,4,3,4,1127,True
LOS LAGOS,5771,14,OSORNO,4,4,3,3325,True
ANTOFAGASTA,5772,MIRAMAR SUR,ANTOFAGASTA,4,3,2,2764,True
ANTOFAGASTA,5773,004,MEJILLONES,4,3,4,2380,True
BIOBIO,5774,BUENA VISTA,TALCAHUANO,4,4,3,1677,True
VALPARAISO,5775,PUEBLO HUNDIDO,VINA DEL MAR,4,4,1,2144,True
TARAPACA,5776,SAN CARLOS,IQUIQUE,4,3,2,1782,True
LOS RIOS,5777,24,VALDIVIA,4,4,4,641,True
COQUIMBO,5778,HUANQUE,SALAMANCA,4,4,3,166,True
METROPOLITANA DE SANTIAGO,5779,2,PENALOLEN,4,3,2,3747,True
METROPOLITANA DE SANTIAGO,5780,003,SAN JOAQUIN,4,3,2,4008,True
METROPOLITANA DE SANTIAGO,5781,009,PAINE,4,3,4,769,True
METROPOLITANA DE SANTIAGO,5782,37,PUDAHUEL,4,3,4,4026,True
METROPOLITANA DE SANTIAGO,5783,14,PENALOLEN,4,3,2,4756,True
VALPARAISO,5784,068,VALPARAISO,4,4,4,1978,True
VALPARAISO,5785,CALETA ABARCA BAJO,VINA DEL MAR,4,4,1,1144,True
METROPOLITANA DE SANTIAGO,5786,A80,PUENTE ALTO,4,3,4,784,True
TARAPACA,5787,CERRO  LA CRUZ,IQUIQUE,4,3,2,1902,True
METROPOLITANA DE SANTIAGO,5788,7,QUINTA NORMAL,4,3,4,4242,True
VALPARAISO,5789,LAS FLORES,SAN ESTEBAN,4,4,4,679,True
BIOBIO,5790,0021,CONCEPCION,4,4,2,2222,True
METROPOLITANA DE SANTIAGO,5791,22,PUDAHUEL,4,3,4,3146,True
METROPOLITANA DE SANTIAGO,5792,040,RENCA,4,3,3,4013,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5793,17,NATALES,4,2,3,957,True
VALPARAISO,5794,POBLACION RENE SCHNEIDER,VINA DEL MAR,4,4,1,1313,True
COQUIMBO,5795,CHACRA JULIETA,LA SERENA,4,4,4,3499,True
VALPARAISO,5796,LA UNIDAD,VINA DEL MAR,4,4,1,538,True
METROPOLITANA DE SANTIAGO,5797,28,ESTACION CENTRAL,4,3,3,1561,True
METROPOLITANA DE SANTIAGO,5798,CALERA,CALERA DE TANGO,4,3,3,1164,True
METROPOLITANA DE SANTIAGO,5799,22,PENALOLEN,4,3,3,4106,True
ÑUBLE,5800,SCHLEYER,CHILLAN,4,4,4,4082,True
BIOBIO,5801,PARTAL,TALCAHUANO,4,4,3,957,True
METROPOLITANA DE SANTIAGO,5802,12,ISLA DE MAIPO,4,3,4,2935,True
METROPOLITANA DE SANTIAGO,5803,23,PENALOLEN,4,3,3,3744,True
LOS LAGOS,5804,15,OSORNO,4,4,4,1801,True
BIOBIO,5805,020B,CONCEPCION,4,4,2,8220,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5806,AMPLIACION VICTOR DOMINGO SILVA,COYHAIQUE,4,4,4,888,True
COQUIMBO,5807,URBANA,ILLAPEL,4,4,4,1175,True
LOS LAGOS,5808,NUEVA BRUNEAU,PUERTO VARAS,4,4,2,3958,True
METROPOLITANA DE SANTIAGO,5809,046,RENCA,4,3,3,3677,True
METROPOLITANA DE SANTIAGO,5810,034,MELIPILLA,4,3,4,4940,True
BIOBIO,5811,04U,CHIGUAYANTE,4,4,4,1437,True
BIOBIO,5812,LAS CANCHAS,TALCAHUANO,4,4,3,2620,True
METROPOLITANA DE SANTIAGO,5813,28,PENALOLEN,4,3,3,3649,True
METROPOLITANA DE SANTIAGO,5814,029,SAN BERNARDO,4,3,4,3389,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5815,5,NATALES,4,2,3,1093,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5816,ZONA  URBANA,CABO DE HORNOS,4,2,4,1600,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5817,LA VICTORIA,LAS CABRAS,4,4,4,1339,True
METROPOLITANA DE SANTIAGO,5818,B03,PUENTE ALTO,4,3,4,557,True
VALPARAISO,5819,020,VALPARAISO,4,4,4,901,True
METROPOLITANA DE SANTIAGO,5820,028,CERRILLOS,4,3,4,2675,True
LOS LAGOS,5821,BORQUEZ SOLAR,ANCUD,4,4,4,622,True
VALPARAISO,5822,ANITA LIZANA,VINA DEL MAR,4,4,1,1466,True
ANTOFAGASTA,5823,VICTORIA,ANTOFAGASTA,4,3,2,820,True
VALPARAISO,5824,PUCARA,LA CRUZ,4,4,3,853,True
VALPARAÍSO,5825,QUILLOTA URBANO SUR,QUILLOTA,4,4,4,4118,True
METROPOLITANA DE SANTIAGO,5826,016,SAN JOAQUIN,4,3,2,2888,True
TARAPACA,5827,DUNAS 2,IQUIQUE,4,3,2,5855,True
LA ARAUCANIA,5828,GARCIA HURTADO DE MENDOZA,VILLARRICA,4,4,4,2789,True
ANTOFAGASTA,5829,GABRIELA MISTRAL,ANTOFAGASTA,4,3,2,4593,True
ANTOFAGASTA,5830,NORTE,ANTOFAGASTA,4,3,2,3042,True
METROPOLITANA DE SANTIAGO,5831,15,LAMPA,4,3,4,1878,True
VALPARAISO,5832,E. ROOSEVELT,VINA DEL MAR,4,4,1,788,True
METROPOLITANA DE SANTIAGO,5833,22,LO PRADO,4,3,4,896,True
ANTOFAGASTA,5834,JARDINES DEL SUR,ANTOFAGASTA,4,3,2,5104,True
COQUIMBO,5835,JUAN BOHON,LA SERENA,4,4,4,6909,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5836,SANTA ADRIANA,LAS CABRAS,4,4,4,2442,True
VALPARAISO,5837,LA CRUZ NORTE,LA CRUZ,4,4,4,1209,True
METROPOLITANA DE SANTIAGO,5838,31,PUDAHUEL,4,3,4,15360,True
COQUIMBO,5839,LOS PEÑONES,OVALLE,4,4,4,343,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5840,NOGALES SUR,MACHALI,4,4,2,163,True
VALPARAISO,5841,33,QUILPUE,4,4,4,478,True
MAULE,5842,017,CURICO,4,4,4,4794,True
METROPOLITANA DE SANTIAGO,5843,A56,PUENTE ALTO,4,3,4,2365,True
BIOBIO,5844,0019,CONCEPCION,4,4,2,2462,True
MAULE,5845,NUEVA ESPERANZA,CURICO,4,4,4,11035,True
BIOBIO,5846,015R,CONCEPCION,4,4,2,2844,True
VALPARAISO,5847,004,CONCON,4,4,1,1095,True
VALPARAISO,5848,120,VALPARAISO,4,4,4,2121,True
ANTOFAGASTA,5849,LAUTARO,ANTOFAGASTA,4,3,2,7058,True
LOS LAGOS,5850,22,OSORNO,4,4,4,2091,True
METROPOLITANA DE SANTIAGO,5851,26,PENALOLEN,4,3,3,3095,True
METROPOLITANA DE SANTIAGO,5852,6,SANTIAGO,4,3,2,6568,True
COQUIMBO,5853,URBANA,ILLAPEL,4,4,4,733,True
METROPOLITANA DE SANTIAGO,5854,003,RENCA,4,3,3,1861,True
TARAPACA,5855,GOMEZ CARRENO,IQUIQUE,4,3,2,2952,True
METROPOLITANA DE SANTIAGO,5856,18A,LA CISTERNA,4,3,3,2322,True
VALPARAISO,5857,2,RINCONADA,4,4,4,2573,True
VALPARAISO,5858,BUENOS AMIGOS NORTE,VINA DEL MAR,4,4,1,609,True
VALPARAISO,5859,MIRASOL,SAN ANTONIO,4,4,4,1954,True
VALPARAISO,5860,001,CONCON,4,4,2,1790,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5861,VILLA CARIEO,NATALES,4,2,3,318,True
LOS LAGOS,5862,LOS ROSALES,PUERTO VARAS,4,4,2,3859,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5863,GENERAL DEL CANTO LLAU LLAU,PUNTA ARENAS,4,2,1,32,True
METROPOLITANA DE SANTIAGO,5864,029,QUILICURA,4,3,2,5082,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5865,24,NATALES,4,2,3,1691,True
METROPOLITANA DE SANTIAGO,5866,012,SAN JOAQUIN,4,3,3,1910,True
METROPOLITANA DE SANTIAGO,5867,4,PENAFLOR,4,3,4,7331,True
METROPOLITANA DE SANTIAGO,5868,033,MELIPILLA,4,3,4,4084,True
LA ARAUCANIA,5869,SAN FRANCISCO DE ASIS,VILLARRICA,4,4,4,2322,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5870,39,RANCAGUA,4,4,3,7057,True
METROPOLITANA DE SANTIAGO,5871,21,PADRE HURTADO,4,3,3,2445,True
METROPOLITANA DE SANTIAGO,5872,7,HUECHURABA,4,3,2,4644,True
METROPOLITANA DE SANTIAGO,5873,B09,PUENTE ALTO,4,3,4,68,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5874,5,SAN FERNANDO,4,4,3,470,True
METROPOLITANA DE SANTIAGO,5875,2,SANTIAGO,4,3,2,4392,True
COQUIMBO,5876,CUNLAGUA,SALAMANCA,4,4,3,112,True
ANTOFAGASTA,5877,MIRAMAR NORTE,ANTOFAGASTA,4,3,2,1891,True
VALPARAISO,5878,182,VALPARAISO,4,4,4,133,True
VALPARAISO,5879,128,VINA DEL MAR,4,4,1,1322,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5880,8,NATALES,4,2,3,621,True
METROPOLITANA DE SANTIAGO,5881,22,QUINTA NORMAL,4,3,4,1016,True
MAULE,5882,SANTA ROSA,SAGRADA FAMILIA,4,4,4,2136,True
METROPOLITANA DE SANTIAGO,5883,4,HUECHURABA,4,3,2,5246,True
ATACAMA,5884,16,COPIAPO,4,4,4,7450,True
METROPOLITANA DE SANTIAGO,5885,LA REINA,COLINA,4,3,3,7432,True
METROPOLITANA DE SANTIAGO,5886,17A,SAN MIGUEL,4,3,1,18326,True
BIOBIO,5887,ESMERALDA,TALCAHUANO,4,4,3,3196,True
METROPOLITANA DE SANTIAGO,5888,3,CONCHALI,4,3,4,1093,True
VALPARAISO,5889,SAN VICENTE,CALLE LARGA,4,4,4,2033,True
LOS LAGOS,5890,CHAMIZA-POLINCAY,PUERTO MONTT,4,4,4,382,True
VALPARAISO,5891,180,VALPARAISO,4,4,4,99,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5892,14,RANCAGUA,4,4,3,2513,True
ANTOFAGASTA,5893,LIBERTAD,ANTOFAGASTA,4,3,2,3958,True
TARAPACA,5894,21 DE MAYO,IQUIQUE,4,3,2,1753,True
VALPARAISO,5895,003,CONCON,4,4,2,5298,True
VALPARAISO,5896,47,QUILPUE,4,4,4,1080,True
METROPOLITANA DE SANTIAGO,5897,BUIN PONIENTE,BUIN,4,3,3,3246,True
VALPARAISO,5898,SIN DEF COMUNAL,QUILPUE,4,4,4,1421,False
METROPOLITANA DE SANTIAGO,5899,18,PADRE HURTADO,4,3,3,5460,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5900,8,RANCAGUA,4,4,3,3079,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5901,1,PORVENIR,4,2,2,1160,True
MAULE,5902,MAGISTERIO,TALCA,4,4,3,15473,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5903,12,RANCAGUA,4,4,3,3235,True
METROPOLITANA DE SANTIAGO,5904,A59,PUENTE ALTO,4,3,4,1320,True
METROPOLITANA DE SANTIAGO,5905,A12,PUENTE ALTO,4,3,4,518,True
LA ARAUCANIA,5906,SIN DEF COMUNAL,TEMUCO,4,4,4,461,False
METROPOLITANA DE SANTIAGO,5907,035,RENCA,4,3,3,2613,True
METROPOLITANA DE SANTIAGO,5908,SAN AGUSTIN,CALERA DE TANGO,4,3,3,372,True
COQUIMBO,5909,CANCHA BRAVA,SALAMANCA,4,4,3,165,True
VALPARAISO,5910,CARDENAL CARO,VINA DEL MAR,4,4,2,2700,True
VALPARAISO,5911,049,VALPARAISO,4,4,4,2983,True
TARAPACA,5912,TENIENTE IBANEZ,IQUIQUE,4,3,2,1645,True
VALPARAISO,5913,55,QUILPUE,4,4,4,7977,True
VALPARAISO,5914,COOPERATIVAS,SAN ANTONIO,4,4,4,9864,True
METROPOLITANA DE SANTIAGO,5915,LOS BAJOS,CALERA DE TANGO,4,3,3,2528,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5916,3,NATALES,4,2,4,1720,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5917,23,RANCAGUA,4,4,3,1783,True
VALPARAISO,5918,015R,CASABLANCA,4,4,4,89,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5919,SECTOR SUR,PUNTA ARENAS,4,2,1,1283,True
METROPOLITANA DE SANTIAGO,5920,11,RECOLETA,4,3,4,3487,True
TARAPACA,5921,VILLA SAN ANDRES,PICA,4,3,4,967,True
METROPOLITANA DE SANTIAGO,5922,2,ALHUE,4,3,2,2912,True
COQUIMBO,5923,AGUAS CLARAS,SALAMANCA,4,4,3,2766,True
ANTOFAGASTA,5924,15,TOCOPILLA,4,3,4,161,True
METROPOLITANA DE SANTIAGO,5925,005,RENCA,4,3,3,1078,True
METROPOLITANA DE SANTIAGO,5926,A77,PUENTE ALTO,4,3,4,1591,True
VALPARAISO,5927,196,VALPARAISO,4,4,4,100,True
ANTOFAGASTA,5928,005,MEJILLONES,4,3,4,5589,True
ANTOFAGASTA,5929,CAROL URZUA,ANTOFAGASTA,4,3,2,2560,True
VALPARAISO,5930,051,VALPARAISO,4,4,4,2113,True
VALPARAISO,5931,41,QUILPUE,4,4,4,1117,True
METROPOLITANA DE SANTIAGO,5932,31,QUINTA NORMAL,4,3,4,1437,True
COQUIMBO,5933,LLIMPO,SALAMANCA,4,4,3,493,True
ANTOFAGASTA,5934,MIRAMAR CENTRAL,ANTOFAGASTA,4,3,2,3194,True
METROPOLITANA DE SANTIAGO,5935,031,QUILICURA,4,3,2,19011,True
METROPOLITANA DE SANTIAGO,5936,034,SAN BERNARDO,4,3,4,1089,True
METROPOLITANA DE SANTIAGO,5937,021,RENCA,4,3,3,2249,True
METROPOLITANA DE SANTIAGO,5938,36,LA FLORIDA,4,3,3,13091,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5939,12 DE OCTUBRE,PUNTA ARENAS,4,2,1,1027,True
LOS RIOS,5940,10,VALDIVIA,4,4,4,7263,True
VALPARAISO,5941,SIN DEF COMUNAL,CONCON,4,4,2,408,False
MAGALLANES Y DE LA ANTARTICA CHILENA,5942,DOMINGO ESPINEIRA,PUNTA ARENAS,4,2,1,3993,True
METROPOLITANA DE SANTIAGO,5943,011,QUILICURA,4,3,2,1914,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5944,DOROTEA,NATALES,4,2,4,199,True
METROPOLITANA DE SANTIAGO,5945,10,MAIPU,4,3,4,3043,True
BIOBIO,5946,015,HUALPEN,4,4,4,765,True
METROPOLITANA DE SANTIAGO,5947,26,ESTACION CENTRAL,4,3,3,2012,True
VALPARAISO,5948,154,VINA DEL MAR,4,4,2,397,True
VALPARAISO,5949,POCURO,CALLE LARGA,4,4,4,2479,True
METROPOLITANA DE SANTIAGO,5950,16,PENALOLEN,4,3,3,3198,True
ANTOFAGASTA,5951,1,MARIA ELENA,4,3,3,1088,True
LOS LAGOS,5952,PICHIPELLUCO,PUERTO MONTT,4,4,4,6277,True
METROPOLITANA DE SANTIAGO,5953,019,SAN JOAQUIN,4,3,3,4204,True
METROPOLITANA DE SANTIAGO,5954,5,LA FLORIDA,4,3,3,15833,True
METROPOLITANA DE SANTIAGO,5955,A07,PUENTE ALTO,4,3,4,2929,True
VALPARAISO,5956,TORQUEMADA,VINA DEL MAR,4,4,2,627,True
LOS RIOS,5957,7,VALDIVIA,4,4,4,2655,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5958,44,RANCAGUA,4,4,3,1232,True
METROPOLITANA DE SANTIAGO,5959,54,SAN MIGUEL,4,3,2,9381,True
COQUIMBO,5960,URBANA,SALAMANCA,4,4,3,1439,True
METROPOLITANA DE SANTIAGO,5961,34,ESTACION CENTRAL,4,3,3,2836,True
METROPOLITANA DE SANTIAGO,5962,17,LA FLORIDA,4,3,3,6697,True
VALPARAISO,5963,IRENE FREI,VINA DEL MAR,4,4,2,815,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5964,RIO DE LOS CIERVOS,PUNTA ARENAS,4,2,1,28,True
METROPOLITANA DE SANTIAGO,5965,FLOR DE MAIPO,BUIN,4,3,3,531,True
METROPOLITANA DE SANTIAGO,5966,33,LA FLORIDA,4,3,3,5060,True
VALPARAISO,5967,LOS ALMENDROS,VINA DEL MAR,4,4,2,3441,True
MAULE,5968,7,ROMERAL,4,4,4,870,True
VALPARAISO,5969,011,LOS ANDES,4,4,4,1851,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5970,VALLE NORORIENTE,MACHALI,4,4,2,1948,True
