series,territory_code,roles,primary_h,positive_h_line_roles,non_h_with_h_line,excluded_common,excluded_matrix,unresolved,eligible_non_h_h,agricultural_p_only,primary_h_without_positive_h_line
N,9108,14444,11948,12184,248,0,0,0,248,0,12
N,9109,10976,7087,7261,189,0,0,0,189,0,15
N,9110,2047,1081,1109,37,0,0,0,37,0,9
N,9111,7809,6473,6616,162,0,0,0,162,0,19
N,9112,19986,17767,18022,269,11,0,0,258,0,14
N,9113,1856,1458,1483,28,0,0,0,28,0,3
N,9114,10232,7542,7663,185,0,0,0,185,0,64
N,9115,30768,15043,15569,559,48,0,0,511,0,33
N,9116,2131,1408,1483,92,0,0,0,92,0,17
N,9117,3335,2547,2601,78,0,0,0,78,0,24
N,9118,2395,1864,1846,63,0,0,0,63,0,81
N,9119,10264,7491,7598,113,2,0,0,111,0,6
N,9120,38482,23145,23815,708,40,0,0,668,0,38
N,9121,2560,1731,1764,40,0,0,0,40,0,7
N,9201,22173,19299,19635,378,3,0,0,375,0,42
N,9202,7304,6635,6729,109,0,0,0,109,0,15
N,9203,9930,6247,6399,168,0,0,0,168,0,16
N,9204,1846,1608,1630,30,0,0,0,30,0,8
N,9205,4341,1614,1681,78,0,0,0,78,0,11
N,9206,2180,1880,1907,39,0,0,0,39,0,12
N,9207,2060,1586,1606,50,0,0,0,50,0,30
N,9208,3565,3120,3178,71,0,0,0,71,0,13
N,9209,3697,3358,3387,34,0,0,0,34,0,5
N,9210,6686,5786,5866,109,2,0,0,107,0,29
N,9211,12094,10012,10230,247,4,0,0,243,0,29
N,10101,117019,87002,87933,1056,110,0,0,946,0,125
N,10102,9244,4696,4841,160,2,0,0,158,0,15
N,10103,2697,441,473,32,0,0,0,32,0,0
N,10104,5738,3274,3314,40,0,0,0,40,0,0
N,10105,14160,7007,7125,131,8,0,0,123,0,13
N,10106,8200,3205,3283,80,0,0,0,80,0,2
N,10107,7932,4984,5055,73,0,0,0,73,0,2
N,10108,7797,3013,3079,68,1,0,0,67,0,2
N,10109,35776,16457,16782,345,26,0,0,319,0,20
N,10201,17733,13284,13763,503,1,0,0,502,0,24
N,10202,23756,11770,12002,248,0,0,0,248,0,16
N,10203,7807,2709,2805,100,0,0,0,100,0,4
N,10204,1108,669,678,10,0,0,0,10,0,1
N,10205,5602,2780,2880,104,0,0,0,104,0,4
N,10206,887,459,483,25,0,0,0,25,0,1
N,10207,2629,1258,1278,22,0,0,0,22,0,2
N,10208,8334,5270,5456,198,0,0,0,198,0,12
N,10209,2479,985,1004,22,0,0,0,22,0,3
N,10210,1903,1276,1338,64,0,0,0,64,0,2
N,10301,68549,55838,56755,958,109,0,0,849,0,41
N,10302,3790,1675,1724,53,0,0,0,53,0,4
N,10303,7053,5305,5440,141,0,0,0,141,0,6
N,10304,5446,2583,2621,44,0,0,0,44,0,6
N,10305,4983,3262,3330,70,1,0,0,69,0,2
N,10306,1781,1189,1203,14,0,0,0,14,0,0
N,10307,3474,2375,2406,31,0,0,0,31,0,0
N,10401,2730,1219,1286,72,0,0,0,72,0,5
N,10402,1691,671,720,51,0,0,0,51,0,2
N,10403,3429,1387,1416,32,0,0,0,32,0,3
N,10404,933,455,472,18,0,0,0,18,0,1
N,11101,28250,19711,20195,507,5,0,0,502,0,23
N,11102,969,285,306,22,0,0,0,22,0,1
N,11201,12817,8133,8388,275,0,0,0,275,0,20
N,11202,3450,1818,1930,116,0,0,0,116,0,4
N,11203,500,327,344,17,0,0,0,17,0,0
N,11301,2031,1192,1251,60,0,0,0,60,0,1
N,11302,365,195,205,12,0,0,0,12,0,2
N,11303,265,133,142,9,0,0,0,9,0,0
N,11401,3534,1822,1909,96,0,0,0,96,0,9
N,11402,3586,980,1027,51,0,0,0,51,0,4
N,12101,59914,47407,48190,928,78,0,0,850,0,145
N,12102,74,50,52,2,0,0,0,2,0,0
N,12103,23,1,3,2,0,0,0,2,0,0
N,12104,239,118,132,14,0,0,0,14,0,0
N,12201,848,404,410,8,0,0,0,8,0,2
N,12301,3274,2017,2099,94,0,0,0,94,0,12
N,12302,262,65,101,36,0,0,0,36,0,0
N,12303,253,13,16,3,0,0,0,3,0,0
N,12401,12195,8796,9086,306,0,0,0,306,0,16
N,12402,125,23,34,11,0,0,0,11,0,0
N,13101,421154,219735,223168,3603,1023,0,0,2580,0,170
N,13102,32858,28136,28442,324,4,0,0,320,0,18
N,13103,32108,30699,31408,734,11,0,0,723,0,25
N,13104,36074,32223,32904,710,20,0,0,690,0,29
N,13105,44394,42545,43252,726,24,0,0,702,0,19
N,13106,97083,70314,70968,679,104,0,0,575,0,25
N,13107,46281,28415,28648,244,59,0,0,185,0,11
N,13108,60972,43746,44640,923,175,0,0,748,0,29
N,13109,57645,42309,43400,1111,87,0,0,1024,0,20
N,13110,184659,140209,141506,1353,299,0,0,1054,0,56
N,13111,31862,29929,30511,595,7,0,0,588,0,13
N,13112,50730,48827,49451,635,15,0,0,620,0,11
N,13113,41362,30094,30556,482,258,0,0,224,0,20
N,13114,393151,128417,130512,2150,1617,1,0,532,0,55
N,13115,74645,34071,34333,380,239,0,0,141,0,118
N,13116,24010,23027,23440,424,88,0,0,336,0,11
N,13117,25655,24090,24527,457,52,0,0,405,0,20
N,13118,77872,49159,49569,424,181,0,0,243,0,14
N,13119,172295,161180,161666,621,24,1,0,596,0,135
N,13120,263277,127744,129274,1565,1089,0,0,476,0,35
N,13121,29234,26581,27121,550,72,0,0,478,0,10
N,13122,69621,62568,63001,574,41,0,0,533,0,141
N,13123,218019,75480,77694,2436,1491,0,0,945,0,222
N,13124,70942,64792,65204,550,94,0,0,456,0,138
N,13125,68972,65158,65563,426,134,0,0,292,0,21
N,13126,48469,38317,39619,1336,77,0,0,1259,0,34
N,13127,56175,40347,41542,1235,147,0,0,1088,0,40
N,13128,45179,41884,42300,439,27,0,0,412,0,23
N,13129,39256,31123,31846,743,32,0,0,711,0,20
N,13130,117213,63794,65060,1284,348,0,0,936,0,18
N,13131,20345,19230,19674,457,1,0,0,456,0,13
N,13132,114378,35280,36060,789,616,0,0,173,0,9
N,13201,186785,181059,182195,1192,174,1,0,1017,0,56
N,13202,7002,5286,5344,62,0,0,0,62,0,4
N,13203,6282,4577,4773,216,0,0,0,216,0,20
N,13301,55207,48360,48575,257,14,0,0,243,0,42
N,13302,40005,35091,35376,302,2,0,0,300,0,17
N,13303,5436,4426,4500,81,0,0,0,81,0,7
N,13401,100154,92679,93448,856,76,0,0,780,0,87
N,13402,37510,34676,34994,338,1,0,0,337,0,20
N,13403,6919,5493,5560,75,0,0,0,75,0,8
N,13404,22167,17501,17699,226,1,0,0,225,0,28
N,13501,40568,35662,36050,400,2,0,0,398,0,12
N,13502,1487,1238,1246,9,0,0,0,9,0,1
N,13503,13066,8705,8817,129,0,0,0,129,0,17
N,13504,3733,2714,2729,18,0,0,0,18,0,3
N,13505,1520,915,927,14,0,0,0,14,0,2
N,13601,24335,20711,20930,239,16,0,0,223,0,20
N,13602,10962,10092,10211,123,21,0,0,102,0,4
N,13603,12117,10577,10695,124,0,0,0,124,0,6
N,13604,28716,26040,26192,162,3,0,0,159,0,10
N,13605,30266,28320,28584,281,4,0,0,277,0,17
N,14101,66138,51809,52670,978,105,0,0,873,0,117
N,14102,2654,1712,1726,21,0,0,0,21,0,7
N,14103,6074,4839,4962,126,0,0,0,126,0,3
N,14104,7288,4430,4546,126,0,0,0,126,0,10
N,14105,2398,1746,1772,29,0,0,0,29,0,3
N,14106,7791,5450,5575,138,0,0,0,138,0,13
N,14107,6522,4486,4623,154,0,0,0,154,0,17
N,14108,13962,7949,8228,293,6,0,0,287,0,14
N,14201,15506,10952,11202,263,12,0,0,251,0,13
N,14202,6044,3865,3988,135,2,0,0,133,0,12
N,14203,4783,2216,2284,76,0,0,0,76,0,8
N,14204,12064,8928,9116,205,2,0,0,203,0,17
N,15101,78033,64703,66242,1595,154,0,0,1441,0,56
N,15102,902,365,376,11,0,0,0,11,0,0
N,15201,1304,698,716,19,0,0,0,19,0,1
N,15202,221,121,123,2,0,0,0,2,0,0
N,16101,88766,72964,74118,1199,76,0,0,1123,0,45
N,16102,9970,7063,7131,115,0,0,0,115,0,47
N,16103,12846,10846,10966,128,5,0,0,123,0,8
N,16104,3759,2371,2362,61,1,0,0,60,0,70
N,16105,3561,2212,2174,30,0,0,0,30,0,68
N,16106,7401,3763,3798,112,9,0,0,103,0,77
N,16107,10867,6591,6596,130,0,0,0,130,0,125
N,16108,5804,3746,3673,54,0,0,0,54,0,127
N,16109,7765,5099,5100,121,1,0,0,120,0,120
N,16201,5214,3953,3846,57,0,0,0,57,0,164
N,16202,3525,1752,1762,47,1,0,0,46,0,37
N,16203,4837,3663,3708,118,2,0,0,116,0,73
N,16204,1722,998,999,21,0,0,0,21,0,20
N,16205,1388,983,998,23,0,0,0,23,0,8
N,16206,2112,1569,1506,29,0,0,0,29,0,92
N,16207,2260,1342,1321,11,0,0,0,11,0,32
N,16301,20932,15955,16206,261,11,0,0,250,0,10
N,16302,8018,5626,5647,98,0,0,0,98,0,77
N,16303,2699,1223,1160,20,0,0,0,20,0,83
N,16304,2085,1092,1088,26,0,0,0,26,0,30
N,16305,5996,2411,2410,33,0,0,0,33,0,34
