scope,territory_code,name,communes_total,fiscal_source_communes_observed,direct_source_communes_observed,direct_source_communes_missing,census_private_dwellings_full_universe_2024,census_private_dwellings_direct_coverage_2024,fiscal_baseline_primary_h_roles_total,direct_primary_h_roles_total,source_total_change_including_coverage,eligible_nonprincipal_residential_roles_total,expanded_residential_roles_total,net_signed_difference_before_expansion,net_signed_difference_after_expansion,net_signed_difference_reduction,sum_positive_difference_before_expansion,sum_positive_difference_after_expansion,sum_positive_difference_reduction
national,CL,Chile,346,344,345,1,7638396,7638396,6054808,6057949,3141,76493,6134442,1580447,1503954,76493,1588389,1514765,73624
