codigo_comuna,comuna,region,conara_sources,source_available,dwellings_2024,vacant_2024,households_2024,occupied_private_dwellings_2024,irrecoverable_type_dwellings_2024,irrecoverable_materiality_dwellings_2024,irrecoverable_dwellings_2024,residential_roles_2026s1,signed_gap,coverage_pct,camp_polygons_2026,camp_census_households_observed_2024,camp_census_count_missing_polygons,camp_catalog_households_2026,camp_sensitivity_signed_gap,camp_sensitivity_positive_gap,camp_absorbed_positive_gap,camp_absorbed_positive_gap_pct,camp_adjustment_status,historical_conara_sources,historical_source_available,residential_roles_2024s2,gap_2024s2,roles_without_coordinates,parent_references,net_mean_annual_clp,net_median_annual_clp,net_positive_share,net_positive_mean_annual_clp,net_positive_median_annual_clp,scenario_q0_clp,scenario_q025_clp,scenario_q05_clp,scenario_q1_clp,fiscal_status
10307,San Pablo,Los Lagos,10202,True,5130,889,4192,4155,20,18,38,2375,2755,46.2962962962963,0,0,0,0,2755,2755,0,0.0,no_current_camp_polygon,10202,True,2324,2806,875,0,,,,,,,,,,blocked_components
10401,Chaitén,Los Lagos,10501,True,2557,753,1676,1664,25,3,28,1219,1338,47.6730543605788,0,0,0,0,1338,1338,0,0.0,no_current_camp_polygon,10501,True,1183,1374,500,0,,,,,,,,,,blocked_components
10402,Futaleufú,Los Lagos,10503,True,1790,452,1333,1326,43,4,46,671,1119,37.486033519553075,0,0,0,0,1119,1119,0,0.0,no_current_camp_polygon,10503,True,610,1180,99,0,,,,,,,,,,blocked_components
10403,Hualaihué,Los Lagos,10502,True,5214,1113,3709,3692,24,10,34,1387,3827,26.60145761411584,0,0,0,0,3827,3827,0,0.0,no_current_camp_polygon,10502,True,1293,3921,212,0,,,,,,,,,,blocked_components
10404,Palena,Los Lagos,10504,True,1308,421,868,862,168,0,168,455,853,34.78593272171254,0,0,0,0,853,853,0,0.0,no_current_camp_polygon,10504,True,437,871,39,0,,,,,,,,,,blocked_components
1101,Iquique,Tarapacá,01201,True,75326,6563,69800,66444,1198,629,1633,55511,19815,73.69434192709025,8,866,0,626,18949,18949,866,4.370426444612667,complete_census_count,01201,True,54367,20959,1049,0,,,,,,,,,,blocked_components
1107,Alto Hospicio,Tarapacá,01211,True,46558,2827,42150,40506,1239,1989,3001,31190,15368,66.99170926586194,48,9136,5,8461,6232,6232,9136,59.448204060385216,partial_census_count,01211,True,30149,16409,813,0,,,,,,,,,,blocked_components
11101,Coyhaique,Aysén del General Carlos Ibáñez del Campo,11401,True,27953,4447,22423,22198,179,115,281,19704,8249,70.48975065288163,4,114,0,127,8135,8135,114,1.381985695235786,complete_census_count,11401,True,18970,8983,573,0,,,,,,,,,,blocked_components
11102,Lago Verde,Aysén del General Carlos Ibáñez del Campo,11402,True,721,310,373,370,37,31,65,285,436,39.528432732316226,0,0,0,0,436,436,0,0.0,no_current_camp_polygon,11402,True,263,458,42,0,,,,,,,,,,blocked_components
11201,Aysén,Aysén del General Carlos Ibáñez del Campo,11101,True,11036,1209,9057,8994,61,23,79,8133,2903,73.69517941283074,3,26,2,91,2877,2877,26,0.8956252152945229,partial_census_count,11101,True,7769,3267,6753,0,,,,,,,,,,blocked_components
11202,Cisnes,Aysén del General Carlos Ibáñez del Campo,11102,True,3434,900,2180,2171,54,12,62,1817,1617,52.9120559114735,1,17,0,10,1600,1600,17,1.051329622758194,complete_census_count,11102,True,1797,1637,672,0,,,,,,,,,,blocked_components
11203,Guaitecas,Aysén del General Carlos Ibáñez del Campo,11104,True,813,208,606,603,1,1,2,327,486,40.22140221402214,0,0,0,0,486,486,0,0.0,no_current_camp_polygon,11104,True,319,494,19,0,,,,,,,,,,blocked_components
11301,Cochrane,Aysén del General Carlos Ibáñez del Campo,11301,True,2119,598,1462,1449,59,3,62,1191,928,56.2057574327513,0,0,0,0,928,928,0,0.0,no_current_camp_polygon,11301,True,1130,989,160,0,,,,,,,,,,blocked_components
11302,O'Higgins,Aysén del General Carlos Ibáñez del Campo,11302,True,403,107,292,291,1,0,1,195,208,48.38709677419355,0,0,0,0,208,208,0,0.0,no_current_camp_polygon,11302,True,197,206,4,0,,,,,,,,,,blocked_components
11303,Tortel,Aysén del General Carlos Ibáñez del Campo,11303,True,392,148,231,231,11,1,11,133,259,33.92857142857143,0,0,0,0,259,259,0,0.0,no_current_camp_polygon,11303,True,132,260,130,0,,,,,,,,,,blocked_components
11401,Chile Chico,Aysén del General Carlos Ibáñez del Campo,11201,True,3103,739,2109,2097,30,7,34,1819,1284,58.62068965517241,0,0,0,0,1284,1284,0,0.0,no_current_camp_polygon,11201,True,1783,1320,195,0,,,,,,,,,,blocked_components
11402,Río Ibáñez,Aysén del General Carlos Ibáñez del Campo,11203,True,2234,932,1231,1227,14,5,17,980,1254,43.86750223813787,0,0,0,0,1254,1254,0,0.0,no_current_camp_polygon,11203,True,933,1301,508,0,,,,,,,,,,blocked_components
12101,Punta Arenas,Magallanes y de la Antártica Chilena,12205,True,59126,6135,49571,48834,171,120,278,47390,11736,80.15086425599567,3,158,0,216,11578,11578,158,1.3462849352419906,complete_census_count,12205,True,46223,12903,5235,0,,,,,,,,,,blocked_components
12102,Laguna Blanca,Magallanes y de la Antártica Chilena,12206,True,287,185,98,95,0,0,0,50,237,17.421602787456447,0,0,0,0,237,237,0,0.0,no_current_camp_polygon,12206,True,49,238,50,0,,,,,,,,,,blocked_components
12103,Río Verde,Magallanes y de la Antártica Chilena,12202,True,188,124,63,63,1,5,6,1,187,0.5319148936170213,0,0,0,0,187,187,0,0.0,no_current_camp_polygon,12202,True,1,187,1,0,,,,,,,,,,blocked_components
12104,San Gregorio,Magallanes y de la Antártica Chilena,12204,True,441,327,110,108,0,0,0,118,323,26.75736961451247,0,0,0,0,323,323,0,0.0,no_current_camp_polygon,12204,True,117,324,118,0,,,,,,,,,,blocked_components
12201,Cabo de Hornos,Magallanes y de la Antártica Chilena,12401,True,775,156,617,611,6,1,7,404,371,52.12903225806452,0,0,0,0,371,371,0,0.0,no_current_camp_polygon,12401,True,404,371,11,0,,,,,,,,,,blocked_components
12202,Antártica,Magallanes y de la Antártica Chilena,,False,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,missing_role_source,,False,,,,,,,,,,,,,,missing_source
12301,Porvenir,Magallanes y de la Antártica Chilena,12301,True,3540,717,2770,2729,33,16,49,2017,1523,56.9774011299435,0,0,0,0,1523,1523,0,0.0,no_current_camp_polygon,12301,True,1869,1671,185,0,,,,,,,,,,blocked_components
12302,Primavera,Magallanes y de la Antártica Chilena,12302,True,414,235,181,177,3,4,5,65,349,15.70048309178744,0,0,0,0,349,349,0,0.0,no_current_camp_polygon,12302,True,65,349,60,0,,,,,,,,,,blocked_components
12303,Timaukel,Magallanes y de la Antártica Chilena,12304,True,213,148,62,60,3,0,3,13,200,6.103286384976526,0,0,0,0,200,200,0,0.0,no_current_camp_polygon,12304,True,13,200,13,0,,,,,,,,,,blocked_components
12401,Natales,Magallanes y de la Antártica Chilena,12101,True,11205,1132,9490,9352,43,22,59,8796,2409,78.50066934404283,0,0,0,0,2409,2409,0,0.0,no_current_camp_polygon,12101,True,8522,2683,6758,0,,,,,,,,,,blocked_components
12402,Torres del Paine,Magallanes y de la Antártica Chilena,12103,True,303,203,100,98,5,0,5,23,280,7.590759075907591,0,0,0,0,280,280,0,0.0,no_current_camp_polygon,12103,True,24,279,6,0,,,,,,,,,,blocked_components
13101,Santiago,Metropolitana de Santiago,"13101,13134,13135",True,239172,25131,206458,199786,654,166,727,219706,19466,91.86108741825966,0,0,0,0,19466,19466,0,0.0,no_current_camp_polygon,"13101,13134,13135",True,209651,29521,37,0,,,,,,,,,,blocked_components
13102,Cerrillos,Metropolitana de Santiago,14166,True,31635,2059,28186,27195,247,118,344,28135,3500,88.93630472577841,6,1336,1,2002,2164,2164,1336,38.17142857142857,partial_census_count,14166,True,25767,5868,1000,0,,,,,,,,,,blocked_components
13103,Cerro Navia,Metropolitana de Santiago,14156,True,40081,561,41864,38532,223,132,326,30699,9382,76.59240038921185,9,124,7,845,9258,9258,124,1.3216798124067364,partial_census_count,14156,True,29957,10124,0,0,,,,,,,,,,blocked_components
13104,Conchalí,Metropolitana de Santiago,14127,True,38815,1101,40727,36971,156,81,232,32219,6596,83.00656962514492,3,19,2,41,6577,6577,19,0.28805336567616735,partial_census_count,14127,True,32025,6790,812,0,,,,,,,,,,blocked_components
13105,El Bosque,Metropolitana de Santiago,16165,True,50329,1193,50233,47417,250,162,348,42543,7786,84.52979395577103,0,0,0,0,7786,7786,0,0.0,no_current_camp_polygon,16165,True,42364,7965,1287,0,,,,,,,,,,blocked_components
13106,Estación Central,Metropolitana de Santiago,14157,True,75992,7003,67722,65017,215,93,288,70314,5678,92.5281608590378,6,39,3,177,5639,5639,39,0.6868615709756957,partial_census_count,14157,True,68036,7956,2407,0,,,,,,,,,,blocked_components
13107,Huechuraba,Metropolitana de Santiago,14158,True,31097,782,31965,29710,283,88,339,28411,2686,91.36251085313695,10,389,1,245,2297,2297,389,14.482501861504096,partial_census_count,14158,True,27617,3480,0,0,,,,,,,,,,blocked_components
13108,Independencia,Metropolitana de Santiago,13167,True,50308,4426,45411,43811,131,48,167,43742,6566,86.94839786912618,0,0,0,0,6566,6566,0,0.0,no_current_camp_polygon,13167,True,40758,9550,553,0,,,,,,,,,,blocked_components
13109,La Cisterna,Metropolitana de Santiago,16110,True,41580,3138,38042,36799,115,64,164,42308,-728,101.75084175084174,0,0,0,0,-728,0,0,0.0,no_current_camp_polygon,16110,True,39802,1778,237,0,,,,,,,,,,blocked_components
13110,La Florida,Metropolitana de Santiago,15128,True,143584,8927,133631,128554,680,264,825,140184,3400,97.63204813906842,10,510,3,701,2890,2890,510,15.0,partial_census_count,15128,True,133848,9736,332,0,,,,,,,,,,blocked_components
13111,La Granja,Metropolitana de Santiago,16131,True,36686,607,37118,35431,78,66,139,29929,6757,81.58152973886496,0,0,0,0,6757,6757,0,0.0,no_current_camp_polygon,16131,True,29653,7033,2507,0,,,,,,,,,,blocked_components
13112,La Pintana,Metropolitana de Santiago,16154,True,53011,922,53951,50730,209,140,296,48826,4185,92.1054120842844,3,17,2,74,4168,4168,17,0.4062126642771804,partial_census_count,16154,True,48459,4552,1376,0,,,,,,,,,,blocked_components
13113,La Reina,Metropolitana de Santiago,15132,True,31596,1044,30574,29714,85,20,102,30064,1532,95.15128497278137,0,0,0,0,1532,1532,0,0.0,no_current_camp_polygon,15132,True,30004,1592,2,0,,,,,,,,,,blocked_components
13114,Las Condes,Metropolitana de Santiago,15108,True,128937,7674,116176,113948,128,24,145,128395,542,99.57963966898564,0,0,0,0,542,542,0,0.0,no_current_camp_polygon,15108,True,126885,2052,80,0,,,,,,,,,,blocked_components
13115,Lo Barnechea,Metropolitana de Santiago,15161,True,36370,2835,32458,31682,157,53,195,33957,2413,93.36541105306571,6,113,4,783,2300,2300,113,4.682967260671363,partial_census_count,15161,True,33488,2882,9,0,,,,,,,,,,blocked_components
13116,Lo Espejo,Metropolitana de Santiago,16164,True,27346,697,27387,25016,79,49,120,23026,4320,84.20244277042346,3,0,3,95,4320,4320,0,0.0,partial_census_count,16164,True,23026,4320,408,0,,,,,,,,,,blocked_components
13117,Lo Prado,Metropolitana de Santiago,14155,True,31002,788,31862,29844,135,67,189,24089,6913,77.70143861686343,0,0,0,0,6913,6913,0,0.0,no_current_camp_polygon,14155,True,23963,7039,2237,0,,,,,,,,,,blocked_components
13118,Macul,Metropolitana de Santiago,15151,True,50694,2063,47555,45703,144,56,191,49150,1544,96.95427466761352,0,0,0,0,1544,1544,0,0.0,no_current_camp_polygon,15151,True,46213,4481,791,0,,,,,,,,,,blocked_components
13119,Maipú,Metropolitana de Santiago,14109,True,169332,3485,167383,162286,907,322,1110,161167,8165,95.17811163867432,11,962,4,1077,7203,7203,962,11.78199632578077,partial_census_count,14109,True,160689,8643,366,0,,,,,,,,,,blocked_components
13120,Ñuñoa,Metropolitana de Santiago,15105,True,121424,8046,108555,105990,124,32,151,127740,-6316,105.20160758993279,0,0,0,0,-6316,0,0,0.0,no_current_camp_polygon,15105,True,118607,2817,3693,0,,,,,,,,,,blocked_components
13121,Pedro Aguirre Cerda,Metropolitana de Santiago,16162,True,31027,674,32328,29716,88,87,151,26581,4446,85.67054500918555,0,0,0,0,4446,4446,0,0.0,no_current_camp_polygon,16162,True,26582,4445,495,0,,,,,,,,,,blocked_components
13122,Peñalolén,Metropolitana de Santiago,15152,True,75487,1397,76078,72642,283,178,432,62545,12942,82.85532608263675,2,0,2,433,12942,12942,0,0.0,partial_census_count,15152,True,61577,13910,56,0,,,,,,,,,,blocked_components
13123,Providencia,Metropolitana de Santiago,15103,True,76376,6269,69157,67240,77,19,82,75458,918,98.79805174400335,0,0,0,0,918,918,0,0.0,no_current_camp_polygon,15103,True,74668,1708,2,0,,,,,,,,,,blocked_components
13124,Pudahuel,Metropolitana de Santiago,14111,True,73700,1432,74144,70285,277,177,413,64790,8910,87.91044776119404,2,0,2,33,8910,8910,0,0.0,partial_census_count,14111,True,64293,9407,2396,0,,,,,,,,,,blocked_components
13125,Quilicura,Metropolitana de Santiago,14114,True,66986,2021,65059,63031,375,104,427,65154,1832,97.26510017018481,4,79,1,143,1753,1753,79,4.312227074235808,partial_census_count,14114,True,64375,2611,196,0,,,,,,,,,,blocked_components
13126,Quinta Normal,Metropolitana de Santiago,14107,True,46784,1776,45700,43141,293,104,375,38307,8477,81.88055745554036,5,42,3,172,8435,8435,42,0.495458298926507,partial_census_count,14107,True,37269,9515,139,0,,,,,,,,,,blocked_components
13127,Recoleta,Metropolitana de Santiago,13159,True,55851,2465,55579,52071,384,150,510,40340,15511,72.22789206997189,1,9,0,13,15502,15502,9,0.058023338276062146,complete_census_count,13159,True,40037,15814,10,0,,,,,,,,,,blocked_components
13128,Renca,Metropolitana de Santiago,14113,True,46449,1257,46397,43835,160,106,252,41881,4568,90.16555792374432,3,84,1,98,4484,4484,84,1.838879159369527,partial_census_count,14113,True,41407,5042,117,0,,,,,,,,,,blocked_components
13129,San Joaquín,Metropolitana de Santiago,16163,True,33840,1273,33461,31562,122,55,167,31123,2717,91.97104018912529,0,0,0,0,2717,2717,0,0.0,no_current_camp_polygon,16163,True,29939,3901,2632,0,,,,,,,,,,blocked_components
13130,San Miguel,Metropolitana de Santiago,16106,True,65777,3511,60243,58485,74,40,107,63793,1984,96.98374811864329,0,0,0,0,1984,1984,0,0.0,no_current_camp_polygon,16106,True,62565,3212,1289,0,,,,,,,,,,blocked_components
13131,San Ramón,Metropolitana de Santiago,16153,True,23812,608,24963,21797,255,92,321,19227,4585,80.74500251973795,0,0,0,0,4585,4585,0,0.0,no_current_camp_polygon,16153,True,19137,4675,1688,0,,,,,,,,,,blocked_components
13132,Vitacura,Metropolitana de Santiago,15160,True,34523,1865,31114,30770,18,0,18,35280,-757,102.19274107116995,0,0,0,0,-757,0,0,0.0,no_current_camp_polygon,15160,True,34479,44,0,0,,,,,,,,,,blocked_components
13201,Puente Alto,Metropolitana de Santiago,16301,True,190304,4440,182855,178007,931,507,1271,181048,9256,95.13620312762737,12,1769,0,2000,7487,7487,1769,19.11192739844425,complete_census_count,16301,True,178436,11868,696,0,,,,,,,,,,blocked_components
13202,Pirque,Metropolitana de Santiago,16302,True,10181,504,9183,8918,100,37,127,5282,4899,51.88095471957568,1,16,0,30,4883,4883,16,0.32659726474790773,complete_census_count,16302,True,5090,5091,250,0,,,,,,,,,,blocked_components
13203,San José de Maipo,Metropolitana de Santiago,16303,True,8017,1251,6368,6212,60,75,124,4570,3447,57.00386678308594,9,190,0,249,3257,3257,190,5.512039454598201,complete_census_count,16303,True,4071,3946,324,0,,,,,,,,,,blocked_components
13301,Colina,Metropolitana de Santiago,14201,True,54763,2485,50926,49951,340,145,468,48335,6428,88.26214780052226,10,2066,0,2004,4362,4362,2066,32.1406347230865,complete_census_count,14201,True,45390,9373,328,0,,,,,,,,,,blocked_components
13302,Lampa,Metropolitana de Santiago,14202,True,50270,3118,45445,44627,461,222,655,35082,15188,69.78714939327631,21,2774,1,2886,12414,12414,2774,18.264419278377666,partial_census_count,14202,True,32516,17754,431,0,,,,,,,,,,blocked_components
13303,Tiltil,Metropolitana de Santiago,14203,True,8229,1219,6585,6431,46,37,79,4422,3807,53.736784542471746,6,209,0,185,3598,3598,209,5.489887050170738,complete_census_count,14203,True,4224,4005,308,0,,,,,,,,,,blocked_components
13401,San Bernardo,Metropolitana de Santiago,16401,True,102205,2918,98580,95042,726,277,885,92672,9533,90.67266767770657,17,109,11,1095,9424,9424,109,1.1433966222595195,partial_census_count,16401,True,90668,11537,2046,0,,,,,,,,,,blocked_components
13402,Buin,Metropolitana de Santiago,16403,True,42438,2661,37620,36671,217,151,338,34675,7763,81.70743201847401,6,214,1,319,7549,7549,214,2.7566662372794024,partial_census_count,16403,True,33851,8587,125,0,,,,,,,,,,blocked_components
13403,Calera de Tango,Metropolitana de Santiago,16402,True,8399,259,7852,7683,49,26,75,5492,2907,65.38873675437551,3,37,1,36,2870,2870,37,1.2727898176814585,partial_census_count,16402,True,5337,3062,9,0,,,,,,,,,,blocked_components
13404,Paine,Metropolitana de Santiago,16404,True,30796,3162,25871,25047,421,59,469,17500,13296,56.8255617612677,4,6,3,66,13290,13290,6,0.04512635379061372,partial_census_count,16404,True,16771,14025,115,0,,,,,,,,,,blocked_components
13501,Melipilla,Metropolitana de Santiago,14601,True,52214,4616,46457,45253,369,134,478,35643,16571,68.26330103037499,4,70,1,121,16501,16501,70,0.42242471788063485,partial_census_count,14601,True,33975,18239,3548,0,,,,,,,,,,blocked_components
13502,Alhué,Metropolitana de Santiago,14605,True,3311,524,2770,2704,5,8,13,1235,2076,37.29990939293265,0,0,0,0,2076,2076,0,0.0,no_current_camp_polygon,14605,True,1212,2099,325,0,,,,,,,,,,blocked_components
13503,Curacaví,Metropolitana de Santiago,14603,True,14218,1526,12001,11755,90,37,124,8691,5527,61.126740751160504,1,8,0,69,5519,5519,8,0.14474398407816175,complete_census_count,14603,True,8486,5732,60,0,,,,,,,,,,blocked_components
13504,María Pinto,Metropolitana de Santiago,14602,True,5880,569,5247,5169,70,15,85,2705,3175,46.00340136054422,0,0,0,0,3175,3175,0,0.0,no_current_camp_polygon,14602,True,2648,3232,931,0,,,,,,,,,,blocked_components
13505,San Pedro,Metropolitana de Santiago,14604,True,5358,1097,3973,3899,20,40,60,915,4443,17.07726763717805,1,25,0,42,4418,4418,25,0.5626828719333784,complete_census_count,14604,True,878,4480,234,0,,,,,,,,,,blocked_components
13601,Talagante,Metropolitana de Santiago,14501,True,27522,1645,24425,23762,269,118,362,20709,6813,75.24525833878351,8,543,1,296,6270,6270,543,7.970057243505064,partial_census_count,14501,True,20215,7307,330,0,,,,,,,,,,blocked_components
13602,El Monte,Metropolitana de Santiago,14503,True,13357,729,12141,11911,62,35,89,10092,3265,75.55588829827057,4,95,1,68,3170,3170,95,2.909647779479326,partial_census_count,14503,True,9831,3526,394,0,,,,,,,,,,blocked_components
13603,Isla de Maipo,Metropolitana de Santiago,14502,True,14518,1094,12989,12666,76,26,98,10573,3945,72.82683565229371,2,27,0,36,3918,3918,27,0.6844106463878327,complete_census_count,14502,True,10030,4488,122,0,,,,,,,,,,blocked_components
13604,Padre Hurtado,Metropolitana de Santiago,14505,True,28781,1326,26139,25319,88,55,136,26040,2741,90.47635592925889,2,0,2,194,2741,2741,0,0.0,partial_census_count,14505,True,24190,4591,84,0,,,,,,,,,,blocked_components
13605,Peñaflor,Metropolitana de Santiago,14504,True,33023,1651,30713,29792,197,107,278,28318,4705,85.7523544196469,2,84,1,171,4621,4621,84,1.785334750265675,partial_census_count,14504,True,27594,5429,499,0,,,,,,,,,,blocked_components
1401,Pozo Almonte,Tarapacá,01204,True,11593,6087,5609,5398,79,272,334,5379,6214,46.39868886396964,8,233,1,206,5981,5981,233,3.749597682652076,partial_census_count,01204,True,5047,6546,573,0,,,,,,,,,,blocked_components
1402,Camiña,Tarapacá,01208,True,1178,696,489,479,63,8,69,494,684,41.935483870967744,0,0,0,0,684,684,0,0.0,no_current_camp_polygon,01208,True,477,701,240,0,,,,,,,,,,blocked_components
1403,Colchane,Tarapacá,01210,True,2112,1849,247,241,5,34,39,239,1873,11.316287878787879,0,0,0,0,1873,1873,0,0.0,no_current_camp_polygon,01210,True,236,1876,30,0,,,,,,,,,,blocked_components
1404,Huara,Tarapacá,01206,True,3212,2094,1036,1009,89,89,157,1676,1536,52.179327521793276,0,0,0,0,1536,1536,0,0.0,no_current_camp_polygon,01206,True,1524,1688,950,0,,,,,,,,,,blocked_components
1405,Pica,Tarapacá,01203,True,3196,987,2180,2025,22,32,54,1912,1284,59.824780976220275,0,0,0,0,1284,1284,0,0.0,no_current_camp_polygon,01203,True,1659,1537,139,0,,,,,,,,,,blocked_components
14101,Valdivia,Los Ríos,10101,True,72810,8541,63026,61524,417,217,593,51798,21012,71.1413267408323,12,381,2,802,20631,20631,381,1.8132495716733295,partial_census_count,10101,True,50045,22765,1286,0,,,,,,,,,,blocked_components
14102,Corral,Los Ríos,10106,True,3358,1015,2131,2112,12,6,18,1712,1646,50.98272781417511,1,8,0,9,1638,1638,8,0.48602673147023084,complete_census_count,10106,True,1664,1694,328,0,,,,,,,,,,blocked_components
14103,Lanco,Los Ríos,10103,True,7781,737,6432,6364,30,49,72,4838,2943,62.1770980593754,3,45,1,23,2898,2898,45,1.529051987767584,partial_census_count,10103,True,4442,3339,156,0,,,,,,,,,,blocked_components
14104,Los Lagos,Los Ríos,10104,True,9572,1452,7908,7841,47,21,63,4430,5142,46.280819055578775,2,197,0,173,4945,4945,197,3.8311940879035395,complete_census_count,10104,True,4180,5392,391,0,,,,,,,,,,blocked_components
14105,Máfil,Los Ríos,10107,True,3436,442,2949,2925,10,10,20,1745,1691,50.78579743888242,0,0,0,0,1691,1691,0,0.0,no_current_camp_polygon,10107,True,1601,1835,65,0,,,,,,,,,,blocked_components
14106,Mariquina,Los Ríos,10102,True,10267,1510,8223,8134,175,71,242,5447,4820,53.05347228986072,5,116,0,162,4704,4704,116,2.4066390041493775,complete_census_count,10102,True,5285,4982,437,0,,,,,,,,,,blocked_components
14107,Paillaco,Los Ríos,10110,True,8437,864,7294,7225,21,12,31,4486,3951,53.170558255304016,1,11,0,13,3940,3940,11,0.27841052898000507,complete_census_count,10110,True,4372,4065,192,0,,,,,,,,,,blocked_components
14108,Panguipulli,Los Ríos,10108,True,20013,5362,13315,13181,157,65,210,7947,12066,39.70918902713236,5,70,3,120,11996,11996,70,0.5801425493121167,partial_census_count,10108,True,7426,12587,343,0,,,,,,,,,,blocked_components
14201,La Unión,Los Ríos,10109,True,17144,1786,14579,14460,77,56,126,10950,6194,63.87074195053663,3,15,2,51,6179,6179,15,0.24216984178237003,partial_census_count,10109,True,10553,6591,606,0,,,,,,,,,,blocked_components
14202,Futrono,Los Ríos,10105,True,7930,2054,5761,5728,32,20,52,3863,4067,48.71374527112232,0,0,0,0,4067,4067,0,0.0,no_current_camp_polygon,10105,True,3607,4323,123,0,,,,,,,,,,blocked_components
14203,Lago Ranco,Los Ríos,10112,True,6248,1715,4090,4065,56,112,165,2215,4033,35.45134443021767,0,0,0,0,4033,4033,0,0.0,no_current_camp_polygon,10112,True,2022,4226,13,0,,,,,,,,,,blocked_components
14204,Río Bueno,Los Ríos,10111,True,16362,2708,12935,12833,100,39,134,8928,7434,54.56545654565456,6,82,1,94,7352,7352,82,1.1030400860909335,partial_census_count,10111,True,8015,8347,320,0,,,,,,,,,,blocked_components
15101,Arica,Arica y Parinacota,01101,True,84853,6935,79338,74708,1540,2663,3710,64694,20159,76.2424428128646,9,1137,2,976,19022,19022,1137,5.640160722258049,partial_census_count,01101,True,63970,20883,570,0,,,,,,,,,,blocked_components
15102,Camarones,Arica y Parinacota,01106,True,1035,602,437,427,49,68,102,365,670,35.265700483091784,0,0,0,0,670,670,0,0.0,no_current_camp_polygon,01106,True,365,670,163,0,,,,,,,,,,blocked_components
15201,Putre,Arica y Parinacota,01301,True,1851,1150,619,583,28,144,161,698,1153,37.70934629929768,0,0,0,0,1153,1153,0,0.0,no_current_camp_polygon,01301,True,688,1163,99,0,,,,,,,,,,blocked_components
15202,General Lagos,Arica y Parinacota,01302,True,623,399,226,217,9,138,139,121,502,19.42215088282504,0,0,0,0,502,502,0,0.0,no_current_camp_polygon,01302,True,121,502,9,0,,,,,,,,,,blocked_components
16101,Chillán,Ñuble,08101,True,80984,9308,70003,68623,227,138,355,72955,8029,90.08569593993876,3,104,0,83,7925,7925,104,1.2953045211109728,complete_census_count,08101,True,69674,11310,1897,0,,,,,,,,,,blocked_components
16102,Bulnes,Ñuble,08113,True,10527,1574,8771,8668,100,58,143,7063,3464,67.09413888097274,4,37,1,36,3427,3427,37,1.0681293302540416,partial_census_count,08113,True,6605,3922,1226,0,,,,,,,,,,blocked_components
16103,Chillán Viejo,Ñuble,08121,True,13017,927,11738,11522,60,37,91,10844,2173,83.30644541753092,1,0,1,11,2173,2173,0,0.0,partial_census_count,08121,True,10042,2975,774,0,,,,,,,,,,blocked_components
16104,El Carmen,Ñuble,08118,True,6206,1111,5008,4966,8,32,40,2370,3836,38.1888495004834,0,0,0,0,3836,3836,0,0.0,no_current_camp_polygon,08118,True,1854,4352,463,0,,,,,,,,,,blocked_components
16105,Pemuco,Ñuble,08117,True,4202,876,3243,3207,91,15,103,2211,1991,52.617801047120416,0,0,0,0,1991,1991,0,0.0,no_current_camp_polygon,08117,True,2120,2082,1223,0,,,,,,,,,,blocked_components
16106,Pinto,Ñuble,08102,True,7655,2866,4774,4714,9,23,31,3762,3893,49.14435009797518,0,0,0,0,3893,3893,0,0.0,no_current_camp_polygon,08102,True,3542,4113,965,0,,,,,,,,,,blocked_components
16107,Quillón,Ñuble,08115,True,13483,5240,7523,7432,49,42,89,6590,6893,48.87636282726396,0,0,0,0,6893,6893,0,0.0,no_current_camp_polygon,08115,True,6159,7324,1961,0,,,,,,,,,,blocked_components
16108,San Ignacio,Ñuble,08114,True,7989,1113,6620,6533,19,52,69,3735,4254,46.75178370259106,0,0,0,0,4254,4254,0,0.0,no_current_camp_polygon,08114,True,3411,4578,1079,0,,,,,,,,,,blocked_components
16109,Yungay,Ñuble,08116,True,10335,2431,7309,7238,31,36,63,5096,5239,49.308176100628934,0,0,0,0,5239,5239,0,0.0,no_current_camp_polygon,08116,True,4854,5481,1319,0,,,,,,,,,,blocked_components
16201,Quirihue,Ñuble,08104,True,5622,984,4642,4586,35,40,70,3950,1672,70.25969405905371,1,143,0,39,1529,1529,143,8.552631578947368,complete_census_count,08104,True,3839,1783,1353,0,,,,,,,,,,blocked_components
16202,Cobquecura,Ñuble,08107,True,3891,1552,2305,2276,10,15,25,1750,2141,44.975584682600875,0,0,0,0,2141,2141,0,0.0,no_current_camp_polygon,08107,True,1647,2244,521,0,,,,,,,,,,blocked_components
16203,Coelemu,Ñuble,08120,True,7085,1181,5638,5555,23,27,50,3660,3425,51.65843330980945,4,55,1,49,3370,3370,55,1.6058394160583942,partial_census_count,08120,True,3517,3568,2067,0,,,,,,,,,,blocked_components
16204,Ninhue,Ñuble,08105,True,2907,594,2308,2296,4,27,31,997,1910,34.29652562779498,1,9,0,9,1901,1901,9,0.4712041884816754,complete_census_count,08105,True,943,1964,207,0,,,,,,,,,,blocked_components
16205,Portezuelo,Ñuble,08106,True,2698,641,2045,2019,11,12,23,983,1715,36.43439584877687,0,0,0,0,1715,1715,0,0.0,no_current_camp_polygon,08106,True,931,1767,198,0,,,,,,,,,,blocked_components
16206,Ránquil,Ñuble,08119,True,3560,773,2615,2586,33,21,50,1569,1991,44.07303370786517,0,0,0,0,1991,1991,0,0.0,no_current_camp_polygon,08119,True,1498,2062,792,0,,,,,,,,,,blocked_components
